,Princeton University,Harvard University,University of Chicago,Yale University,Columbia University,Stanford University,Massachusetts Institute of Technology,Duke University,University of Pennsylvania,Johns Hopkins University,Dartmouth College,California Institute of Technology,Northwestern University,Brown University,Cornell University,Rice University,University of Notre Dame,Vanderbilt University,Washington University in St. Louis,Emory University,Georgetown University,University of California- Berkeley,University of Southern California,Carnegie Mellon University,University of California- Los Angeles,University of Virginia,Tufts University,University of Michigan- Ann Arbor,Wake Forest University,University of North Carolina- Chapel Hill,Boston College,College of William & Mary,University of Rochester,Brandeis University,Georgia Institute of Technology,New York University,Case Western Reserve University,University of California- Santa Barbara,Boston University,Northeastern University,Rensselaer Polytechnic Institute,Tulane University,University of California- Irvine,Lehigh University,University of California- Davis,University of California- San Diego,University of Illinois- Urbana Champaign,University of Miami,University of Wisconsin- Madison,Pennsylvania State University- University Park,Pepperdine University,University of Florida,Villanova University,Ohio State University- Columbus,University of Washington,George Washington University,Southern Methodist University,University of Georgia,University of Texas- Austin,Fordham University,Purdue University-West Lafayette,Syracuse University,University of Connecticut,University of Maryland College Park,Worcester Polytechnic Institute,Clemson University,Yeshiva University,Brigham Young University- Provo,University of Pittsburgh,Rutgers University- New Brunswick,Baylor University,Stevens Institute of Technology,University of Minnesota- Twin Cities,American University,Clark University,Texas A&M University- College Station,University of Massachusetts- Amherst,Virginia Tech,Miami University- Oxford,University of California- Santa Cruz,University of Delaware,Colorado School of Mines,Michigan State University,Texas Christian University,University of Iowa,Binghamton University- SUNY,Indiana University- Bloomington,Marquette University,University of Denver,University of San Diego,University of Tulsa,Florida State University,North Carolina State University- Raleigh,University of Vermont,Drexel University,Saint Louis University,Stony Brook University- SUNY,Auburn University,Loyola University Chicago,SUNY College of Environmental Science and Forestry,University at Buffalo- SUNY,Illinois Institute of Technology,University of Alabama,University of Oregon,University of Tennessee,Rochester Institute of Technology,University of New Hampshire,University of San Francisco,University of South Carolina,Iowa State University,University of Dayton,University of Missouri,University of Nebraska- Lincoln,University of Oklahoma,University of the Pacific,University of Utah,Michigan Technological University,Seton Hall University,Temple University,University of California- Riverside,University of Kansas,University of St Thomas,The Catholic University of America,DePaul University,Duquesne University,Howard University,University of Arizona,Arizona State University- Tempe,Clarkson University,Colorado State University,New School,Hofstra University,University of Kentucky,Kansas State University,Louisiana State University- Baton Rogue,Mercer University,New Jersey Institute of Technology,Rutgers University- Newark,University of Arkansas,University of Cincinnati,University of Mississippi,George Mason University,Oregon State University,Washington State University,Adelphi University,Ohio University,San Diego State University,St John Fisher College,University at Albany- SUNY,University of Texas- Dallas,Illinois State University,Immaculata University,Oklahoma State University,University of California- Merced,University of Illinois- Chicago,University of La Verne,University of Massachusetts- Lowell,Seattle Pacific University,University of Alabama- Birmingham,University of Maryland- Baltimore County,University of Rhode Island,University of South Florida,Biola University,Maryville University of St. Louis,Missouri University of Science & Technology,St. John's University,Virginia Commonwealth University,Union University,University of Hawaii- Manoa,Edgewood College,Florida Institute of Technology,University of Idaho,University of Louisville,University of Wyoming,Ball State University,Lipscomb University,Mississippi State University,Montclair State University,Texas Tech University,University of Central Florida,University of New Mexico,Andrews University,Azusa Pacific University,University of Maine,West Virginia University,Widener University,Kent State University,North Dakota State University,Pace University,Robert Morris University,Suffolk University,University of Hartford,Bowling Green State University,University of Houston,Western Michigan University,Indiana University- Purdue University- Indianapolis,Lesley University,University of Alabama- Huntsville,University of Colarado- Denver,California State University- Fullerton,Central Michigan University,Louisiana Tech University,South Dakota State University,University of Alaska- Fairbanks,University of North Carolina- Charlotte,University of North Dakota,University of South Dakota,East Carolina University,Montana State University,Old Dominion University,University of Missouri- Kansas City,Ashland University,Dallas Baptist University,Northern Illinois University,Nova Southeastern University,Southern Illinois University- Carbondale,University of Montana,Benedictine University,California State University- Fresno,Gardner Webb University,New Mexico State University,Shenandoah University,Tennessee Technological University,University of Massachusetts- Boston,University of Massachusetts- Dartmouth,University of Missouri- St. Louis,University of North Carolina- Greensboro,University of Southern Mississippi,Utah State University
Anthropology,x,x,x,x,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,x,x,,x,x,x,,x,x,x,x,,,x,x,x,x,x,,,x,,,,,x,x,x,x,,x,x,,,,x,,x,x,,Insurance,Mechanical Engineering,Biostatistics,Communication Studies/Speech Communication and Rhetoric,Spanish Language and Literature,"Architecture (BArch, BA/BS, MArch, MA/MS, PhD)",Latin American Studies,Plant Pathology/Phytopathology,"Finance, General","Classics and Languages, Literatures and Linguistics, General",Business/Managerial Economics,"Chemistry, General","City/Urban, Community and Regional Planning",Journalism,Pharmacology,Biology Teacher Education,Epidemiology,Information Technology,Non-Profit/Public/Organizational Management,Molecular Biology,"Education/Teaching of Individuals with Hearing Impairments, Including Deafness",,,x,x,x,x,x,x,x,x,,x,,x,x,x,x,x,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparel and Textiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,x,x,,x,x,x,,,International Business/Trade/Commerce,Naval Architecture and Marine Engineering,Botany/Plant Biology,International and Intercultural Communication,"History, General","City/Urban, Community and Regional Planning",Near and Middle Eastern Studies,Accounting,International Business/Trade/Commerce,"Foreign Languages and Literatures, General",Fashion Merchandising,Geochemistry,Environmental Design/Architecture,Mass Communication/ Media Studies,"Physiology, General",Chemistry Teacher Education,"Genetics, General",Biology Teacher Education,Organizational Behavior Studies,Neuroscience,Elementary Education and Teaching,,,,,,,,,,,,,,x,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Learning & Development,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,x,Logistics and Materials Management,Ocean Engineering,Cell/Cellular Biology and Histology,Journalism,Liberal Arts and Sciences/Liberal Studies,"Landscape Architecture (BS, BSLA, BLA, MSLA, MLA, PhD)",Russian Studies,"Business Administration and Management, General","Management Information Systems, General",Linguistics,"Finance, General",Geochemistry and Petrology,"Landscape Architecture (BS, BSLA, BLA, MSLA, MLA, PhD)","Public Relations, Advertising, and Applied Communication",Radiation Biology/ Radiobiology,"Education, General","Microbiology, General",Chemistry Teacher Education,Real Estate,"Management Science, General",Mathematics Teacher Education,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Mathematics,x,x,x,x,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,x,,,x,,x,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,"Management Information Systems, General",Polymer/Plastics Engineering,Conservation Biology,Mass Communication/ Media Studies,"Mathematics, General","Hispanic-American, Puerto Rican, and Mexican- American/Chicano Studies",Women's Studies,"Business/Commerce, General","Management Science, General","History, General","Management Information Systems, General","Geology/Earth Science, General",African-American/Black Studies,Public Relations/Image Management,Toxicology,Education/Teaching of Individuals with Multiple Disabilities,Molecular Pharmacology,Counselor Education/School Counseling and Guidance Services,Taxation,Communication Studies/Speech Communication and Rhetoric,Music Teacher Education,,,x,x,,,,x,x,x,,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Physics,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,x,,x,,,,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,"Marketing/Marketing Management, General",Structural Engineering,Ecology,Political Communication,International/global studies,Women's Studies,Biochemistry/Biophysics and Molecular Biology,Business/Managerial Economics,"Marketing/Marketing Management, General","Legal Studies, General",Operations Management and Supervision,Geophysics and Seismology,"Hispanic-American, Puerto Rican, and Mexican- American/Chicano Studies",Computer Systems Analysis/Analyst,Accounting,Elementary Education and Teaching,Neuroscience,"Educational Leadership and Administration, General",Transportation/Transportation Management,Digital Communication and Media/Multimedia,"Teacher Education, Multiple Levels",,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeology,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,x,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,Real Estate,Systems Engineering,Entomology,Public Relations/Image Management,Mathematics and Computer Science,Biochemistry,"Biology/Biological Sciences, General",Construction Management,Office Management and Supervision,Applied Mathematics,Communication Studies/Speech Communication and Rhetoric,Hydrology and Water Resources Science,Women's Studies,"Computer and Information Sciences, General",Actuarial Science,English/Language Arts Teacher Education,Pathology/Experimental Pathology,Elementary Education and Teaching,Communication Studies/Speech Communication and Rhetoric,Computer Science,Chemical Engineering,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Architectural Engineering,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,x,,x,x,,"Sales, Distribution and Marketing Operations, General",Water Resources Engineering,Epidemiology,Recording Arts Technology/Technician,"Science, Technology and Society","Biology/Biological Sciences, General",Biotechnology,"Finance, General",Operations Management and Supervision,"Mathematics, General",Journalism,Materials Science,Biochemistry/Biophysics and Molecular Biology,Information Technology,"Business Administration and Management, General",French Language Teacher Education,Pharmacology,Mathematics Teacher Education,Digital Communication and Media/Multimedia,Computer Systems Analysis/Analyst,"Computer Engineering, General",,,,,,x,,,,,,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Architecture,x,,x,x,,,,,,,,,,,,,,,,,,,x,x,,x,,x,,,,,,,x,,,,,,,,,,,,x,,x,,,,,x,x,,,,x,,,,x,,,,,,Taxation,Engineering/Industrial Management,Exercise Physiology,"Computer and Information Sciences, General",Environmental Science,"Biomedical Sciences, General",Botany/Plant Biology,"Hospitality Administration/Management, General",Digital Communication and Media/Multimedia,Environmental Studies,"Computer and Information Sciences, General","Physics, General","Biology/Biological Sciences, General",Art Teacher Education,Business/Managerial Economics,Higher Education/Higher Education Administration,"Physiology, General",Secondary Education and Teaching,Journalism,"Computer and Information Sciences, General","Electrical, Electronics and Communications Engineering",,,,x,,x,,,x,,,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts,,,x,x,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,x,,,,,,,x,,,,,x,x,,,x,x,,x,x,x,,x,x,,x,x,,,,,,,,,,x,Communication Studies/Speech Communication and Rhetoric,"English Language and Literature, General",Medical Microbiology and Bacteriology,Bilingual and Multilingual Education,Environmental Studies,Biostatistics,Cell/Cellular and Molecular Biology,"Management Science, General",Journalism,Jewish/Judaic Studies,Agricultural Teacher Education,"Economics, General","Biomedical Sciences, General",Bilingual and Multilingual Education,"Finance, General",Mathematics Teacher Education,Vision Science/Physiological Optics,Biomedical/Medical Engineering,Mass Communication/ Media Studies,Information Science/Studies,Engineering Physics,,,x,x,x,,,x,x,,,,,,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arts & Entertainment Technologies,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,x,,,x,x,,,Digital Communication and Media/Multimedia,"History, General",Microbiology and Immunology,Curriculum and Instruction,Philosophy,Biotechnology,Evolutionary Biology,"Marketing/Marketing Management, General",Mass Communication/ Media Studies,Philosophy,Bilingual and Multilingual Education,Political Economy,Biometry/ Biometrics,Counselor Education/School Counseling and Guidance Services,"Human Resources Management/Personnel Administration, General",Physics Teacher Education,Zoology/Animal Biology,"Civil Engineering, General",Computer Science,Bilingual and Multilingual Education,Mechanical Engineering,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,x,,,x,,x,,,Journalism,Liberal Arts and Sciences/Liberal Studies,"Microbiology, General",Education/Teaching of Individuals with Specific Learning Disabilities,"Chemistry, General",Cell/Cellular and Molecular Biology,Exercise Physiology,Real Estate,Public Relations/Image Management,Astronomy,Biology Teacher Education,,Biostatistics,Curriculum and Instruction,Labor and Industrial Relations,Reading Teacher Education,Accounting,"Computer Engineering, General",Computer Systems Analysis/Analyst,Curriculum and Instruction,Petroleum Engineering,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Art History,x,x,x,x,,,,,,,,,,,,,,,,,,,x,,x,,x,,x,x,x,x,x,x,,x,x,x,x,,,x,x,x,x,,x,,x,,x,,x,,x,x,x,,x,,,,,x,,,,,Computer Science,Applied Mathematics,Molecular Biology,"Educational Leadership and Administration, General","Physics, General",Ecology and Evolutionary Biology,"Microbiology, General",Communication Studies/Speech Communication and Rhetoric,"Computer and Information Sciences, General",Astrophysics,Chemistry Teacher Education,,Botany/Plant Biology,Early Childhood Education and Teaching,"Management Information Systems, General",Science Teacher Education/General Science Teacher Education,Accounting and Business/Management,Construction Engineering,Information Science/Studies,Teaching English as a Second or Foreign Language/ESL Language Instructor,Energy Management and Systems Technology/Technician,,,x,,x,x,x,x,x,x,,x,,x,x,,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian & Asian American Studies,x,x,x,x,,,,,,,,,,,,,,,,,,,x,,x,,x,x,,,,x,,,,x,,,,,,,,,,,x,,x,,,,x,,x,x,x,,,,,,,,,x,x,,Information Science/Studies,"Mathematics, General",Molecular Toxicology,Elementary Education and Teaching,Clinical Psychology,Entomology,Neuroscience,"Animation, Interactive Technology, Video Graphics and Special Effects",Data Processing and Data Processing Technology/Technician,"Chemistry, General",College Student Counseling and Personnel Services,,Cell/Cellular and Molecular Biology,"Education/Teaching of Individuals with Hearing Impairments, Including Deafness","Management Science, General",Social Studies Teacher Education,"Business/Commerce, General","Electrical, Electronics and Communications Engineering",Information Technology,"Aerospace, Aeronautical and Astronautical Engineering",Creative Writing,,,x,x,x,,,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astronomy,x,x,x,x,,,,,,,,,,,,,,,,,,,x,,,x,,x,,x,,,x,,,,,,x,,,,,x,,,x,,x,,,x,x,x,x,,,,x,,x,,,,,,,x,Information Technology,"Statistics, General",Neuroscience,International and Comparative Education,Developmental and Child Psychology,Environmental Biology,Accounting,"Computer and Information Sciences, General",Information Technology,"Geology/Earth Science, General",Counselor Education/School Counseling and Guidance Services,,Ecology and Evolutionary Biology,"Educational Leadership and Administration, General","Marketing/Marketing Management, General",Spanish Language Teacher Education,E-Commerce/Electronic Commerce,Environmental/Environmental Health Engineering,Curriculum and Instruction,Biomedical/Medical Engineering,"English Language and Literature, General",,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athletic Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,Biology Teacher Education,Mathematics and Computer Science,Pharmacology,Secondary Education and Teaching,Personality Psychology,Epidemiology,"Business Administration and Management, General",Counselor Education/School Counseling and Guidance Services,Art Teacher Education,"Oceanography, Chemical and Physical",Curriculum and Instruction,,Entomology,Elementary Education and Teaching,Communication Studies/Speech Communication and Rhetoric,"Special Education and Teaching, General",Labor Studies,Mechanical Engineering,"Educational Leadership and Administration, General",Chemical Engineering,Chinese Language and Literature,,,,,x,,x,,,,,,,x,,,x,x,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atmospheric and Oceanic Sciences,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,x,,,,,,,,,,x,,,,x,,,,,,x,,,,,,,x,x,,,,,x,Chemistry Teacher Education,Ethics,"Physiology, General","Teacher Education, Multiple Levels","Psychology, General",Marine Biology and Biological Oceanography,Casino Management,Curriculum and Instruction,Biology Teacher Education,"Physics, General",Early Childhood Education and Teaching,,Environmental Biology,English/Language Arts Teacher Education,Journalism,Biomedical/Medical Engineering,Telecommunications Management,"English Language and Literature, General",Educational Statistics and Research Methods,"Computer Engineering, General",French Language and Literature,,,x,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Problems,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,x,x,Curriculum and Instruction,Philosophy,Plant Pathology/Phytopathology,Teaching English as a Second or Foreign Language/ESL Language Instructor,Social Psychology,"Microbiology, General","Finance, General",Educational Statistics and Research Methods,Chemistry Teacher Education,Cognitive Psychology and Psycholinguistics,"Education, General",,Environmental Toxicology,Higher Education/Higher Education Administration,Mass Communication/ Media Studies,"Computer Engineering, General",Communication Studies/Speech Communication and Rhetoric,"Writing, General",Higher Education/Higher Education Administration,"Electrical, Electronics and Communications Engineering",German Language and Literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biobehavioral Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,,,,,x,,,,,,,,"Education, General","Chemistry, General",Accounting,Creative Writing,Community Organization and Advocacy,Molecular Genetics,"Hospitality Administration/Management, General",Higher Education/Higher Education Administration,College Student Counseling and Personnel Services,"Psychology, General","Educational Assessment, Testing, and Measurement",,Epidemiology,Junior High/Intermediate/Middle School Education and Teaching,Computer Science,"Electrical, Electronics and Communications Engineering",Digital Communication and Media/Multimedia,"Classics and Languages, Literatures and Linguistics, General","Special Education and Teaching, General",Engineering Mechanics,Spanish Language and Literature,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biochemistry,,x,x,x,,,,,,,,,,,,,,,,,,,x,,x,,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,,x,x,x,,,x,,x,,,,,,x,,x,x,"Educational Leadership and Administration, General",Materials Science,"Business Administration and Management, General",General Literature,Public Administration,Neuroscience,Labor and Industrial Relations,Trade and Industrial Teacher Education,Early Childhood Education and Teaching,Community Organization and Advocacy,"Educational Leadership and Administration, General",,"Genetics, General",Mathematics Teacher Education,"Computer and Information Sciences, General","Engineering, General",Journalism,"Foreign Languages and Literatures, General",Biomedical/Medical Engineering,Engineering Physics,Athletic Training/Trainer,,,x,x,x,x,,x,x,x,,x,x,,x,x,x,x,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bioengineering/Biomedical Engineering,,x,,x,,,,,,,,,,,,,,,,,,,x,x,,x,x,x,,,,,,,x,,x,,x,,x,x,,,x,x,x,,x,x,,,x,x,,,,,x,,x,,,,,,,,Elementary Education and Teaching,"Physics, General",Construction Management,"Foods, Nutrition, and Wellness Studies, General","Economics, General",Plant Pathology/Phytopathology,Logistics and Materials Management,"Aerospace, Aeronautical and Astronautical Engineering","Educational Leadership and Administration, General",Anthropology,"Educational, Instructional, and Curriculum Supervision",,"Microbiology, General",Music Teacher Education,Information Science/Studies,Industrial Engineering,Mass Communication/ Media Studies,French Language and Literature,"Computer Engineering, General",Engineering Science,Audiology/Audiologist and Speech-Language Pathology/Pathologist,,,,x,x,x,x,x,x,x,x,x,x,,,x,x,x,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology (general),,x,,x,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,,,,,,,,x,,,,,,English/Language Arts Teacher Education,Music Technology,"Finance, General",Arabic Language and Literature,Geography,Plant Physiology,"Marketing/Marketing Management, General",Agricultural/Biological Engineering and Bioengineering,Educational/Instructional Media Design,"Economics, General",Elementary Education and Teaching,,Molecular Genetics,Physical Education Teaching and Coaching,Art Teacher Education,Materials Engineering,Recording Arts Technology/Technician,German Language and Literature,Computer Software Engineering,Mechanical Engineering,"Communication Disorders, General",,,,,x,,x,x,,x,,,x,x,x,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biological Sciences,,,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,x,,,,,,,x,,,,x,Higher Education/Higher Education Administration,,"Human Resources Management/Personnel Administration, General",French Language and Literature,International Relations and Affairs,Toxicology,Meeting and Event Planning,Biomedical/Medical Engineering,Elementary Education and Teaching,International Economics,English/Language Arts Teacher Education,,Neuroscience,Science Teacher Education/General Science Teacher Education,College Student Counseling and Personnel Services,Mechanical Engineering,Computer Science,Spanish Language and Literature,"Electrical, Electronics and Communications Engineering",Ocean Engineering,Critical Care Nursing,,,x,x,x,x,,,,,,x,,,,,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biophysics,x,,,x,,,,,,,,,,,,,,,,,,,x,,x,x,,x,x,x,,,,x,,,,x,,x,x,,,,,,x,,,,,,,,,,,,x,,x,,,x,,,x,,Mathematics Teacher Education,,Insurance,German Language and Literature,"Political Science and Government, General",Zoology/Animal Biology,Real Estate,Chemical Engineering,English/Language Arts Teacher Education,"Political Science and Government, General",Family and Consumer Sciences/Home Economics Teacher Education,,Pathology/Experimental Pathology,Secondary Education and Teaching,Counselor Education/School Counseling and Guidance Services,Systems Engineering,Computer and Information Systems Security,Athletic Training/Trainer,"Engineering, General",Structural Engineering,Family Practice Nurse/Nurse Practitioner,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biotechnology,,,,,,,,,,,,,,,,,,,,,,,x,x,,,x,,,,,,,x,,,,,,x,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,Music Teacher Education,,International Business/Trade/Commerce,Language Interpretation and Translation,Sociology,Accounting,Transportation/Transportation Management,"Civil Engineering, General",Foreign Language Teacher Education,Sociology,Foreign Language Teacher Education,,Pharmacology and Toxicology,Social Studies Teacher Education,"Educational Assessment, Testing, and Measurement",Creative Writing,Informatics,Audiology/Audiologist and Speech-Language Pathology/Pathologist,Mechanical Engineering,Systems Engineering,Nurse Anesthetist,,,,,,,,,,x,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
